index	scenario_id	compound_id	compound_name	smiles	reduced_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected
288	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/2f66f0a2-563a-433b-810c-ce24d110d05c	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3f8074bd-d7ed-4d5a-815d-c24eb8708365/structure/0e9ce171-eaef-44a5-8a9d-5aa4bd41dda5	Dasatinib	CC1=CC=CC(=C1NC(=O)C2=CN=C(NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C)S2)Cl	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1	0.19	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	3.648143056	2.188885833	0.19	0.316666667	0.56207186	0.34022311	-0.721246399	-0.499397649
289	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/3386b20d-b0ca-404c-ae60-1a85919e78bb	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/b076f9c6-739e-4710-9487-a22de3028eec/structure/04401168-d44d-44f5-b7ff-158d106740f5	Dicamba	COC1=C(C(=CC=C1Cl)Cl)C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	4.505	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.153861749	1.09241842	4.505	0.634507042	-0.812869334	0.038389014	0.653694795	-0.197563553
290	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/9aa27622-414a-4fa2-b09c-705893348c89	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/b076f9c6-739e-4710-9487-a22de3028eec/structure/04401168-d44d-44f5-b7ff-158d106740f5	Dicamba	COC1=C(C(=CC=C1Cl)Cl)C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	19.74	d	TRUE	>					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
291	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/fa997a1c-f5fe-47c8-8c61-36115de9c0d4	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/b076f9c6-739e-4710-9487-a22de3028eec/structure/04401168-d44d-44f5-b7ff-158d106740f5	Dicamba	COC1=C(C(=CC=C1Cl)Cl)C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	19.74	d	TRUE	>					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
292	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/778f5e5b-2094-4f58-8976-c9788698ec1b	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/b076f9c6-739e-4710-9487-a22de3028eec/structure/04401168-d44d-44f5-b7ff-158d106740f5	Dicamba	COC1=C(C(=CC=C1Cl)Cl)C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	3.9	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.177730046	1.261883329	3.9	0.549295775	-0.750239146	0.101019203	0.591064607	-0.260193742
293	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/be2e77d6-972e-4160-8377-fddcaa50bbc7	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/89fa34e2-0a39-47b2-b5b1-aa774c67866b/structure/933365e6-a31a-4b11-a934-eeaa2f87961f	Dienogest	CC12CCC3=C4CCC(=O)C=C4CCC3C2CCC1(CC#N)O	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	1.115	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.621656664	0.372993999	1.115	1.858333333	-0.206449406	-0.428298156	0.047274867	0.269123617
294	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/48e77648-d579-4590-98ed-c4dbf1dcd7c4	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/89fa34e2-0a39-47b2-b5b1-aa774c67866b/structure/933365e6-a31a-4b11-a934-eeaa2f87961f	Dienogest	CC12CCC3=C4CCC(=O)C=C4CCC3C2CCC1(CC#N)O	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
295	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/edb19186-3102-4fa6-a97a-92b61044255a	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/89fa34e2-0a39-47b2-b5b1-aa774c67866b/structure/933365e6-a31a-4b11-a934-eeaa2f87961f	Dienogest	CC12CCC3=C4CCC(=O)C=C4CCC3C2CCC1(CC#N)O	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	0.05	d	TRUE	<					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
296	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/91fe49f6-78e8-49e7-aa6a-c071153c918e	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/89fa34e2-0a39-47b2-b5b1-aa774c67866b/structure/933365e6-a31a-4b11-a934-eeaa2f87961f	Dienogest	CC12CCC3=C4CCC(=O)C=C4CCC3C2CCC1(CC#N)O	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	0.14	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	4.95105129	2.970630774	0.14	0.233333333	0.694697425	0.472848676	-0.853871964	-0.632023215
297	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e74e275e-73f8-46f4-abda-53ef5712bd47	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bdc74898-b2d6-45c0-83a9-eb325487f8e4/structure/4faabbca-89fa-4601-9220-0ef676a9bc56	Diuron	CN(C)C(=O)NC1=CC=C(C(=C1)Cl)Cl	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	19.74	d	TRUE	>					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
298	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/0174f0ae-2a15-4a57-ae25-800e774c0b64	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bdc74898-b2d6-45c0-83a9-eb325487f8e4/structure/4faabbca-89fa-4601-9220-0ef676a9bc56	Diuron	CN(C)C(=O)NC1=CC=C(C(=C1)Cl)Cl	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	15.065	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.046010433	0.326674078	15.065	2.121830986	-1.337143675	-0.485885326	1.177969136	0.326710787
299	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/26926ff5-cd63-480f-8739-88adfcb5e90c	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bdc74898-b2d6-45c0-83a9-eb325487f8e4/structure/4faabbca-89fa-4601-9220-0ef676a9bc56	Diuron	CN(C)C(=O)NC1=CC=C(C(=C1)Cl)Cl	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	19.74	d	TRUE	>					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
300	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/543301cf-d404-4bec-bd95-594419659659	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bdc74898-b2d6-45c0-83a9-eb325487f8e4/structure/4faabbca-89fa-4601-9220-0ef676a9bc56	Diuron	CN(C)C(=O)NC1=CC=C(C(=C1)Cl)Cl	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1	3.425	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.202378739	1.436889046	3.425	0.482394366	-0.693835115	0.157423234	0.534660576	-0.316597773
301	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/0b769921-ccb4-4352-9b66-aaea96cbc522	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/087b0c6c-48ec-49ec-bc60-58b137aa286a/structure/5d016942-7a02-415b-b243-6ebe73edfe5b	Dolutegravir	CC1CCOC2CN3C=C(C(=O)C(=C3C(=O)N12)O)C(=O)NCC4=CC=C(C=C4F)F	CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	8.25	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.08401784	0.050410704	8.25	13.75	-1.075628488	-1.297477237	0.916453949	1.138302698
302	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/1eafbdae-ed39-49e2-9e24-1fb6be773cd2	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e2acdee4-5841-4aa6-a7f7-22c391a1dbfb/structure/087cec7f-ef14-4a71-b711-206faeeb9b5f	Duloxetine	CNCCC(C1=CC=CS1)OC2=CC=CC3=C2C=CC=C3	CNCCC(Oc1cccc2ccccc12)c1cccs1	19.74	d	TRUE	>					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.249308256	19.74	2.78028169	-1.454521687	-0.603263339	1.295347148	0.4440888
303	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e3847701-9015-4725-9f63-b9316780bcfc	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e2acdee4-5841-4aa6-a7f7-22c391a1dbfb/structure/087cec7f-ef14-4a71-b711-206faeeb9b5f	Duloxetine	CNCCC(C1=CC=CS1)OC2=CC=CC3=C2C=CC=C3	CNCCC(Oc1cccc2ccccc12)c1cccs1	19.74	d	TRUE	>					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.249308256	19.74	2.78028169	-1.454521687	-0.603263339	1.295347148	0.4440888
304	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/f30f821a-7649-4f39-8327-d35620d96e2e	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/015f1241-46a8-4c4a-b3db-86d8da76c935/structure/ce8c84bb-a94a-49ad-8f24-458dfb34c5c6	Efavirenz	C1CC1C#CC2(C3=CC(=CC=C3NC(=O)O2)Cl)C(F)(F)F	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	14.41	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.048101817	0.02886109	14.41	24.01666667	-1.31783852	-1.539687269	1.158663981	1.38051273
305	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/ef249015-883f-43c7-b5cd-749a3c07c148	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/015f1241-46a8-4c4a-b3db-86d8da76c935/structure/ce8c84bb-a94a-49ad-8f24-458dfb34c5c6	Efavirenz	C1CC1C#CC2(C3=CC(=CC=C3NC(=O)O2)Cl)C(F)(F)F	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	11.8	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.058741286	0.035244772	11.8	19.66666667	-1.231056546	-1.452905296	1.071882007	1.293730757
306	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/d1b74235-c578-4485-bb8d-11fe581385ee	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/015f1241-46a8-4c4a-b3db-86d8da76c935/structure/ce8c84bb-a94a-49ad-8f24-458dfb34c5c6	Efavirenz	C1CC1C#CC2(C3=CC(=CC=C3NC(=O)O2)Cl)C(F)(F)F	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	11.735	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.059066654	0.419373241	11.735	1.652816901	-1.228657633	-0.377399284	1.069483094	0.218224745
307	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/cfbb8797-470b-4c9a-8494-ce09e4474685	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/015f1241-46a8-4c4a-b3db-86d8da76c935/structure/ce8c84bb-a94a-49ad-8f24-458dfb34c5c6	Efavirenz	C1CC1C#CC2(C3=CC(=CC=C3NC(=O)O2)Cl)C(F)(F)F	O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	3.86	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.179571808	1.27495984	3.86	0.543661972	-0.745761844	0.105496505	0.586587305	-0.264671044
308	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/65ca906f-ffca-4953-995a-d6c56deb5c0e	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bd335822-e7ad-4fc1-bae4-bf5e1bdbcca8/structure/78c465cb-d1e7-40c2-adc3-2eca330fddf2	Ezetimbe	C1=C(C=CC(=C1)F)C(CCC2C(C3=CC=C(C=C3)O)N(C4=CC=C(C=C4)F)C2=O)O	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	19.74	d	TRUE	>					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
309	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/18efc1f3-0420-4733-bf47-eda98e198517	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bd335822-e7ad-4fc1-bae4-bf5e1bdbcca8/structure/78c465cb-d1e7-40c2-adc3-2eca330fddf2	Ezetimbe	C1=C(C=CC(=C1)F)C(CCC2C(C3=CC=C(C=C3)O)N(C4=CC=C(C=C4)F)C2=O)O	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	2.735	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.253435898	1.799394875	2.735	0.385211268	-0.59613187	0.255126479	0.436957331	-0.414301018
310	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/1de151be-47d9-4bea-90d2-444da3b7b212	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bd335822-e7ad-4fc1-bae4-bf5e1bdbcca8/structure/78c465cb-d1e7-40c2-adc3-2eca330fddf2	Ezetimbe	C1=C(C=CC(=C1)F)C(CCC2C(C3=CC=C(C=C3)O)N(C4=CC=C(C=C4)F)C2=O)O	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	3.01	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.230281455	1.634998333	3.01	0.423943662	-0.637741035	0.213517314	0.478566496	-0.372691853
311	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/30f70dbd-9749-4c9c-bc69-0e16b5a2c491	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/bd335822-e7ad-4fc1-bae4-bf5e1bdbcca8/structure/78c465cb-d1e7-40c2-adc3-2eca330fddf2	Ezetimbe	C1=C(C=CC(=C1)F)C(CCC2C(C3=CC=C(C=C3)O)N(C4=CC=C(C=C4)F)C2=O)O	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	1.795	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.386154418	0.231692651	1.795	2.991666667	-0.413238992	-0.635087741	0.254064453	0.475913203
312	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/abd80b04-863f-454c-8fec-a9474d72c5b2	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a065ef61-b15f-49e2-93f7-cb6abb98506b/structure/990e6c7b-a823-4db9-8d9e-cbcec714f191	Fenhexamid	CC1(CCCCC1)C(=O)NC2=CC=C(C(=C2Cl)Cl)O	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1	0.575	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	1.205473357	8.558860838	0.575	0.080985915	0.081157616	0.932415965	-0.240332155	-1.091590504
313	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/1326edf2-a123-45ed-b62c-8a99a57107ae	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a065ef61-b15f-49e2-93f7-cb6abb98506b/structure/990e6c7b-a823-4db9-8d9e-cbcec714f191	Fenhexamid	CC1(CCCCC1)C(=O)NC2=CC=C(C(=C2Cl)Cl)O	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1	1.85	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.374674152	2.660186477	1.85	0.26056338	-0.426346267	0.424912081	0.267171728	-0.58408662
314	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/030fb7bb-c2ba-45e4-b427-07f9e4b61307	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a065ef61-b15f-49e2-93f7-cb6abb98506b/structure/990e6c7b-a823-4db9-8d9e-cbcec714f191	Fenhexamid	CC1(CCCCC1)C(=O)NC2=CC=C(C(=C2Cl)Cl)O	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1	13.94	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.049723614	0.029834168	13.94	23.23333333	-1.303437313	-1.525286062	1.144262774	1.366111523
315	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/267e2520-c5d6-4e28-a337-705954ada83d	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a065ef61-b15f-49e2-93f7-cb6abb98506b/structure/990e6c7b-a823-4db9-8d9e-cbcec714f191	Fenhexamid	CC1(CCCCC1)C(=O)NC2=CC=C(C(=C2Cl)Cl)O	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1	9.495	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.073001283	0.04380077	9.495	15.825	-1.136669508	-1.358518258	0.977494969	1.199343719
316	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e1e7ed94-1979-4d94-b02d-95c677552084	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/2cda1057-088f-46e3-a911-c6e6e6ed9ddc/structure/30a3b404-31c7-45e1-9f07-157ccf1ff2f5	Fenoxycarb	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1	0.05	d	TRUE	<					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	8.317766167	0.05	0.083333333	1.141855457	0.920006707	-1.301029996	-1.079181246
317	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/40fc3909-7ab8-4d0e-9876-1487ebe35c07	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/2cda1057-088f-46e3-a911-c6e6e6ed9ddc/structure/30a3b404-31c7-45e1-9f07-157ccf1ff2f5	Fenoxycarb	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
318	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/c0d3ce02-beae-472c-a273-a1d6b64302bc	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/2cda1057-088f-46e3-a911-c6e6e6ed9ddc/structure/30a3b404-31c7-45e1-9f07-157ccf1ff2f5	Fenoxycarb	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1	0.05	d	TRUE	<					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	8.317766167	0.05	0.083333333	1.141855457	0.920006707	-1.301029996	-1.079181246
319	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/6d25639e-e669-438f-9f50-c40cfecc27c4	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/2cda1057-088f-46e3-a911-c6e6e6ed9ddc/structure/30a3b404-31c7-45e1-9f07-157ccf1ff2f5	Fenoxycarb	CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1	0.05	d	TRUE	<					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
